specimen,PD_A,PD_B,CS_A,CS_B
801-25__rec_align_merged.mrk.json,0.017594298479978638,0.018096057121844044,193.48694182981924,193.52492064904195
801-26__rec_align_merged.mrk.json,0.02198218249378173,0.02246493347438309,194.26197180419513,194.25226349530408
801-27__rec_align_merged.mrk.json,0.027513769641330156,0.027734062556201634,192.9808954019917,192.96120240832636
801-28__rec_align_merged.mrk.json,0.023219019255704385,0.023680170104993924,197.04838553290708,197.08107799887566
801-29__rec_align_merged.mrk.json,0.025364263919288223,0.025656499017138606,197.3829977445712,197.39283297134233
801-30__rec_align_merged.mrk.json,0.022610816204674488,0.0229351854005199,201.50173684557066,201.50950667061804
801_1__rec_align_merged.mrk.json,0.021123034690052892,0.021547328935889867,192.23063696855394,192.24885838617158
801_2__rec_align_merged.mrk.json,0.01804596586975641,0.0185464177834622,193.1397100698103,193.1387660419424
801_4__rec_align_merged.mrk.json,0.019756229733161476,0.020346396682026806,193.4929958490343,193.46143524855972
801_5__rec_align_merged.mrk.json,0.01881852867602135,0.01938158142411967,192.76068563316065,192.75957510890913
